sport,game,player,team,combo_type,line,actual,offset,hit
WNBA,SEA@LV,Jackie Young,LV,PR,35.5,38,-2.5,True
WNBA,SEA@LV,Jackie Young,LV,PR,38.5,38,0.0,False
WNBA,SEA@LV,Jackie Young,LV,PR,40.5,38,2.5,False
WNBA,SEA@LV,Jackie Young,LV,PA,35.5,38,-2.5,True
WNBA,SEA@LV,Jackie Young,LV,PA,38.5,38,0.0,False
WNBA,SEA@LV,Jackie Young,LV,PA,40.5,38,2.5,False
WNBA,SEA@LV,Jewell Loyd,LV,PRA,4.5,7,-2.5,True
WNBA,SEA@LV,Jewell Loyd,LV,PRA,6.5,7,0.0,True
WNBA,SEA@LV,Jewell Loyd,LV,PRA,9.5,7,2.5,False
WNBA,SEA@LV,Jewell Loyd,LV,PR,4.5,7,-2.5,True
WNBA,SEA@LV,Jewell Loyd,LV,PR,6.5,7,0.0,True
WNBA,SEA@LV,Jewell Loyd,LV,PR,9.5,7,2.5,False
WNBA,SEA@LV,Jewell Loyd,LV,PA,4.5,7,-2.5,True
WNBA,SEA@LV,Jewell Loyd,LV,PA,6.5,7,0.0,True
WNBA,SEA@LV,Jewell Loyd,LV,PA,9.5,7,2.5,False
WNBA,CHI@TOR,Rachel Banham,CHI,PRA,3.5,6,-2.5,True
WNBA,CHI@TOR,Rachel Banham,CHI,PRA,6.5,6,0.0,False
WNBA,CHI@TOR,Rachel Banham,CHI,PRA,8.5,6,2.5,False
WNBA,CHI@TOR,Rachel Banham,CHI,PR,3.5,6,-2.5,True
WNBA,CHI@TOR,Rachel Banham,CHI,PR,6.5,6,0.0,False
WNBA,CHI@TOR,Rachel Banham,CHI,PR,8.5,6,2.5,False
WNBA,CHI@TOR,Rachel Banham,CHI,PA,3.5,6,-2.5,True
WNBA,CHI@TOR,Rachel Banham,CHI,PA,6.5,6,0.0,False
WNBA,CHI@TOR,Rachel Banham,CHI,PA,8.5,6,2.5,False
WNBA,CHI@TOR,Jacy Sheldon,CHI,PRA,12.5,15,-2.5,True
WNBA,CHI@TOR,Jacy Sheldon,CHI,PRA,14.5,15,0.0,True
WNBA,CHI@TOR,Jacy Sheldon,CHI,PRA,17.5,15,2.5,False
WNBA,CHI@TOR,Jacy Sheldon,CHI,PR,12.5,15,-2.5,True
WNBA,CHI@TOR,Jacy Sheldon,CHI,PR,14.5,15,0.0,True
WNBA,CHI@TOR,Jacy Sheldon,CHI,PR,17.5,15,2.5,False
WNBA,CHI@TOR,Jacy Sheldon,CHI,PA,12.5,15,-2.5,True
WNBA,CHI@TOR,Jacy Sheldon,CHI,PA,14.5,15,0.0,True
WNBA,CHI@TOR,Jacy Sheldon,CHI,PA,17.5,15,2.5,False
WNBA,CHI@TOR,Elizabeth Williams,CHI,PRA,6.5,9,-2.5,True
WNBA,CHI@TOR,Elizabeth Williams,CHI,PRA,8.5,9,0.0,True
WNBA,CHI@TOR,Elizabeth Williams,CHI,PRA,11.5,9,2.5,False
WNBA,CHI@TOR,Elizabeth Williams,CHI,PR,6.5,9,-2.5,True
WNBA,CHI@TOR,Elizabeth Williams,CHI,PR,8.5,9,0.0,True
WNBA,CHI@TOR,Elizabeth Williams,CHI,PR,11.5,9,2.5,False
WNBA,CHI@TOR,Elizabeth Williams,CHI,PA,6.5,9,-2.5,True
WNBA,CHI@TOR,Elizabeth Williams,CHI,PA,8.5,9,0.0,True
WNBA,CHI@TOR,Elizabeth Williams,CHI,PA,11.5,9,2.5,False
WNBA,CHI@TOR,Saylor Poffenbarger,CHI,PRA,1.5,4,-2.5,True
WNBA,CHI@TOR,Saylor Poffenbarger,CHI,PRA,4.5,4,0.0,False
WNBA,CHI@TOR,Saylor Poffenbarger,CHI,PRA,6.5,4,2.5,False
WNBA,CHI@TOR,Saylor Poffenbarger,CHI,PR,1.5,4,-2.5,True
WNBA,CHI@TOR,Saylor Poffenbarger,CHI,PR,4.5,4,0.0,False
WNBA,CHI@TOR,Saylor Poffenbarger,CHI,PR,6.5,4,2.5,False
WNBA,CHI@TOR,Saylor Poffenbarger,CHI,PA,1.5,4,-2.5,True
WNBA,CHI@TOR,Saylor Poffenbarger,CHI,PA,4.5,4,0.0,False
WNBA,CHI@TOR,Saylor Poffenbarger,CHI,PA,6.5,4,2.5,False
WNBA,CHI@TOR,Marina Mabrey,TOR,PRA,16.5,19,-2.5,True
WNBA,CHI@TOR,Marina Mabrey,TOR,PRA,18.5,19,0.0,True
WNBA,CHI@TOR,Marina Mabrey,TOR,PRA,21.5,19,2.5,False
WNBA,CHI@TOR,Marina Mabrey,TOR,PR,16.5,19,-2.5,True
WNBA,CHI@TOR,Marina Mabrey,TOR,PR,18.5,19,0.0,True
WNBA,CHI@TOR,Marina Mabrey,TOR,PR,21.5,19,2.5,False
WNBA,CHI@TOR,Marina Mabrey,TOR,PA,16.5,19,-2.5,True
WNBA,CHI@TOR,Marina Mabrey,TOR,PA,18.5,19,0.0,True
WNBA,CHI@TOR,Marina Mabrey,TOR,PA,21.5,19,2.5,False
WNBA,CHI@TOR,Maria Conde,TOR,PRA,10.5,13,-2.5,True
WNBA,CHI@TOR,Maria Conde,TOR,PRA,12.5,13,0.0,True
WNBA,CHI@TOR,Maria Conde,TOR,PRA,15.5,13,2.5,False
WNBA,CHI@TOR,Maria Conde,TOR,PR,10.5,13,-2.5,True
WNBA,CHI@TOR,Maria Conde,TOR,PR,12.5,13,0.0,True
WNBA,CHI@TOR,Maria Conde,TOR,PR,15.5,13,2.5,False
WNBA,CHI@TOR,Maria Conde,TOR,PA,10.5,13,-2.5,True
WNBA,CHI@TOR,Maria Conde,TOR,PA,12.5,13,0.0,True
WNBA,CHI@TOR,Maria Conde,TOR,PA,15.5,13,2.5,False
WNBA,CHI@TOR,Teonni Key,TOR,PRA,2.5,5,-2.5,True
WNBA,CHI@TOR,Teonni Key,TOR,PRA,4.5,5,0.0,True
WNBA,CHI@TOR,Teonni Key,TOR,PRA,7.5,5,2.5,False
WNBA,CHI@TOR,Teonni Key,TOR,PR,2.5,5,-2.5,True
WNBA,CHI@TOR,Teonni Key,TOR,PR,4.5,5,0.0,True
WNBA,CHI@TOR,Teonni Key,TOR,PR,7.5,5,2.5,False
WNBA,CHI@TOR,Teonni Key,TOR,PA,2.5,5,-2.5,True
WNBA,CHI@TOR,Teonni Key,TOR,PA,4.5,5,0.0,True
WNBA,CHI@TOR,Teonni Key,TOR,PA,7.5,5,2.5,False
WNBA,CHI@TOR,Kia Nurse,TOR,PRA,0.5,3,-2.5,True
WNBA,CHI@TOR,Kia Nurse,TOR,PRA,2.5,3,0.0,True
WNBA,CHI@TOR,Kia Nurse,TOR,PRA,5.5,3,2.5,False
WNBA,CHI@TOR,Kia Nurse,TOR,PR,0.5,3,-2.5,True
WNBA,CHI@TOR,Kia Nurse,TOR,PR,2.5,3,0.0,True
WNBA,CHI@TOR,Kia Nurse,TOR,PR,5.5,3,2.5,False
WNBA,CHI@TOR,Kia Nurse,TOR,PA,0.5,3,-2.5,True
WNBA,CHI@TOR,Kia Nurse,TOR,PA,2.5,3,0.0,True
WNBA,CHI@TOR,Kia Nurse,TOR,PA,5.5,3,2.5,False
WNBA,CHI@TOR,Tima Pouye,TOR,PRA,-1.5,1,-2.5,True
WNBA,CHI@TOR,Tima Pouye,TOR,PRA,0.5,1,0.0,True
WNBA,CHI@TOR,Tima Pouye,TOR,PRA,3.5,1,2.5,False
WNBA,CHI@TOR,Tima Pouye,TOR,PR,-1.5,1,-2.5,True
WNBA,CHI@TOR,Tima Pouye,TOR,PR,0.5,1,0.0,True
WNBA,CHI@TOR,Tima Pouye,TOR,PR,3.5,1,2.5,False
WNBA,CHI@TOR,Tima Pouye,TOR,PA,-1.5,1,-2.5,True
WNBA,CHI@TOR,Tima Pouye,TOR,PA,0.5,1,0.0,True
WNBA,CHI@TOR,Tima Pouye,TOR,PA,3.5,1,2.5,False
WNBA,POR@LA,Bridget Carleton,POR,PRA,13.5,16,-2.5,True
WNBA,POR@LA,Bridget Carleton,POR,PRA,16.5,16,0.0,False
WNBA,POR@LA,Bridget Carleton,POR,PRA,18.5,16,2.5,False
WNBA,POR@LA,Bridget Carleton,POR,PR,13.5,16,-2.5,True
WNBA,POR@LA,Bridget Carleton,POR,PR,16.5,16,0.0,False
WNBA,POR@LA,Bridget Carleton,POR,PR,18.5,16,2.5,False
WNBA,POR@LA,Bridget Carleton,POR,PA,13.5,16,-2.5,True
WNBA,POR@LA,Bridget Carleton,POR,PA,16.5,16,0.0,False
WNBA,POR@LA,Bridget Carleton,POR,PA,18.5,16,2.5,False
WNBA,POR@LA,Emily Engstler,POR,PRA,15.5,18,-2.5,True
WNBA,POR@LA,Emily Engstler,POR,PRA,18.5,18,0.0,False
WNBA,POR@LA,Emily Engstler,POR,PRA,20.5,18,2.5,False
WNBA,POR@LA,Emily Engstler,POR,PR,15.5,18,-2.5,True
WNBA,POR@LA,Emily Engstler,POR,PR,18.5,18,0.0,False
WNBA,POR@LA,Emily Engstler,POR,PR,20.5,18,2.5,False
WNBA,POR@LA,Emily Engstler,POR,PA,15.5,18,-2.5,True
WNBA,POR@LA,Emily Engstler,POR,PA,18.5,18,0.0,False
WNBA,POR@LA,Emily Engstler,POR,PA,20.5,18,2.5,False
WNBA,POR@LA,Megan Gustafson,POR,PRA,24.5,27,-2.5,True
WNBA,POR@LA,Megan Gustafson,POR,PRA,26.5,27,0.0,True
WNBA,POR@LA,Megan Gustafson,POR,PRA,29.5,27,2.5,False
WNBA,POR@LA,Megan Gustafson,POR,PR,24.5,27,-2.5,True
WNBA,POR@LA,Megan Gustafson,POR,PR,26.5,27,0.0,True
WNBA,POR@LA,Megan Gustafson,POR,PR,29.5,27,2.5,False
WNBA,POR@LA,Megan Gustafson,POR,PA,24.5,27,-2.5,True
WNBA,POR@LA,Megan Gustafson,POR,PA,26.5,27,0.0,True
WNBA,POR@LA,Megan Gustafson,POR,PA,29.5,27,2.5,False
WNBA,POR@LA,Sarah Ashlee Barker,POR,PRA,12.5,15,-2.5,True
WNBA,POR@LA,Sarah Ashlee Barker,POR,PRA,14.5,15,0.0,True
WNBA,POR@LA,Sarah Ashlee Barker,POR,PRA,17.5,15,2.5,False
WNBA,POR@LA,Sarah Ashlee Barker,POR,PR,12.5,15,-2.5,True
WNBA,POR@LA,Sarah Ashlee Barker,POR,PR,14.5,15,0.0,True
WNBA,POR@LA,Sarah Ashlee Barker,POR,PR,17.5,15,2.5,False
WNBA,POR@LA,Sarah Ashlee Barker,POR,PA,12.5,15,-2.5,True
WNBA,POR@LA,Sarah Ashlee Barker,POR,PA,14.5,15,0.0,True
WNBA,POR@LA,Sarah Ashlee Barker,POR,PA,17.5,15,2.5,False
WNBA,POR@LA,Teja Oblak,POR,PRA,6.5,9,-2.5,True
WNBA,POR@LA,Teja Oblak,POR,PRA,8.5,9,0.0,True
WNBA,POR@LA,Teja Oblak,POR,PRA,11.5,9,2.5,False
WNBA,POR@LA,Teja Oblak,POR,PR,6.5,9,-2.5,True
WNBA,POR@LA,Teja Oblak,POR,PR,8.5,9,0.0,True
WNBA,POR@LA,Teja Oblak,POR,PR,11.5,9,2.5,False
WNBA,POR@LA,Teja Oblak,POR,PA,6.5,9,-2.5,True
WNBA,POR@LA,Teja Oblak,POR,PA,8.5,9,0.0,True
WNBA,POR@LA,Teja Oblak,POR,PA,11.5,9,2.5,False
WNBA,POR@LA,Nneka Ogwumike,LA,PRA,36.5,39,-2.5,True
WNBA,POR@LA,Nneka Ogwumike,LA,PRA,38.5,39,0.0,True
WNBA,POR@LA,Nneka Ogwumike,LA,PRA,41.5,39,2.5,False
WNBA,POR@LA,Nneka Ogwumike,LA,PR,36.5,39,-2.5,True
WNBA,POR@LA,Nneka Ogwumike,LA,PR,38.5,39,0.0,True
WNBA,POR@LA,Nneka Ogwumike,LA,PR,41.5,39,2.5,False
WNBA,POR@LA,Nneka Ogwumike,LA,PA,36.5,39,-2.5,True
WNBA,POR@LA,Nneka Ogwumike,LA,PA,38.5,39,0.0,True
WNBA,POR@LA,Nneka Ogwumike,LA,PA,41.5,39,2.5,False
WNBA,POR@LA,Dearica Hamby,LA,PRA,31.5,34,-2.5,True
WNBA,POR@LA,Dearica Hamby,LA,PRA,34.5,34,0.0,False
WNBA,POR@LA,Dearica Hamby,LA,PRA,36.5,34,2.5,False
WNBA,POR@LA,Dearica Hamby,LA,PR,31.5,34,-2.5,True
WNBA,POR@LA,Dearica Hamby,LA,PR,34.5,34,0.0,False
WNBA,POR@LA,Dearica Hamby,LA,PR,36.5,34,2.5,False
WNBA,POR@LA,Dearica Hamby,LA,PA,31.5,34,-2.5,True
WNBA,POR@LA,Dearica Hamby,LA,PA,34.5,34,0.0,False
WNBA,POR@LA,Dearica Hamby,LA,PA,36.5,34,2.5,False
WNBA,POR@LA,Erica Wheeler,LA,PRA,8.5,11,-2.5,True
WNBA,POR@LA,Erica Wheeler,LA,PRA,10.5,11,0.0,True
WNBA,POR@LA,Erica Wheeler,LA,PRA,13.5,11,2.5,False
WNBA,POR@LA,Erica Wheeler,LA,PR,8.5,11,-2.5,True
WNBA,POR@LA,Erica Wheeler,LA,PR,10.5,11,0.0,True
WNBA,POR@LA,Erica Wheeler,LA,PR,13.5,11,2.5,False
WNBA,POR@LA,Erica Wheeler,LA,PA,8.5,11,-2.5,True
WNBA,POR@LA,Erica Wheeler,LA,PA,10.5,11,0.0,True
WNBA,POR@LA,Erica Wheeler,LA,PA,13.5,11,2.5,False
WNBA,POR@LA,Kelsey Plum,LA,PRA,26.5,29,-2.5,True
WNBA,POR@LA,Kelsey Plum,LA,PRA,28.5,29,0.0,True
WNBA,POR@LA,Kelsey Plum,LA,PRA,31.5,29,2.5,False
WNBA,POR@LA,Kelsey Plum,LA,PR,26.5,29,-2.5,True
WNBA,POR@LA,Kelsey Plum,LA,PR,28.5,29,0.0,True
WNBA,POR@LA,Kelsey Plum,LA,PR,31.5,29,2.5,False
WNBA,POR@LA,Kelsey Plum,LA,PA,26.5,29,-2.5,True
WNBA,POR@LA,Kelsey Plum,LA,PA,28.5,29,0.0,True
WNBA,POR@LA,Kelsey Plum,LA,PA,31.5,29,2.5,False
WNBA,POR@LA,Rae Burrell,LA,PRA,11.5,14,-2.5,True
WNBA,POR@LA,Rae Burrell,LA,PRA,14.5,14,0.0,False
WNBA,POR@LA,Rae Burrell,LA,PRA,16.5,14,2.5,False
WNBA,POR@LA,Rae Burrell,LA,PR,11.5,14,-2.5,True
WNBA,POR@LA,Rae Burrell,LA,PR,14.5,14,0.0,False
WNBA,POR@LA,Rae Burrell,LA,PR,16.5,14,2.5,False
WNBA,POR@LA,Rae Burrell,LA,PA,11.5,14,-2.5,True
WNBA,POR@LA,Rae Burrell,LA,PA,14.5,14,0.0,False
WNBA,POR@LA,Rae Burrell,LA,PA,16.5,14,2.5,False
NBA,SA@NY,Victor Wembanyama,SA,PRA,43.5,46,-2.5,True
NBA,SA@NY,Victor Wembanyama,SA,PRA,46.5,46,0.0,False
NBA,SA@NY,Victor Wembanyama,SA,PRA,48.5,46,2.5,False
NBA,SA@NY,Victor Wembanyama,SA,PR,43.5,46,-2.5,True
NBA,SA@NY,Victor Wembanyama,SA,PR,46.5,46,0.0,False
NBA,SA@NY,Victor Wembanyama,SA,PR,48.5,46,2.5,False
NBA,SA@NY,Victor Wembanyama,SA,PA,43.5,46,-2.5,True
NBA,SA@NY,Victor Wembanyama,SA,PA,46.5,46,0.0,False
NBA,SA@NY,Victor Wembanyama,SA,PA,48.5,46,2.5,False
NBA,SA@NY,De'Aaron Fox,SA,PRA,20.5,23,-2.5,True
NBA,SA@NY,De'Aaron Fox,SA,PRA,22.5,23,0.0,True
NBA,SA@NY,De'Aaron Fox,SA,PRA,25.5,23,2.5,False
NBA,SA@NY,De'Aaron Fox,SA,PR,20.5,23,-2.5,True
NBA,SA@NY,De'Aaron Fox,SA,PR,22.5,23,0.0,True
NBA,SA@NY,De'Aaron Fox,SA,PR,25.5,23,2.5,False
NBA,SA@NY,De'Aaron Fox,SA,PA,20.5,23,-2.5,True
NBA,SA@NY,De'Aaron Fox,SA,PA,22.5,23,0.0,True
NBA,SA@NY,De'Aaron Fox,SA,PA,25.5,23,2.5,False
NBA,SA@NY,Devin Vassell,SA,PRA,12.5,15,-2.5,True
NBA,SA@NY,Devin Vassell,SA,PRA,14.5,15,0.0,True
NBA,SA@NY,Devin Vassell,SA,PRA,17.5,15,2.5,False
NBA,SA@NY,Devin Vassell,SA,PR,12.5,15,-2.5,True
NBA,SA@NY,Devin Vassell,SA,PR,14.5,15,0.0,True
NBA,SA@NY,Devin Vassell,SA,PR,17.5,15,2.5,False
NBA,SA@NY,Devin Vassell,SA,PA,12.5,15,-2.5,True
NBA,SA@NY,Devin Vassell,SA,PA,14.5,15,0.0,True
NBA,SA@NY,Devin Vassell,SA,PA,17.5,15,2.5,False
NBA,SA@NY,Stephon Castle,SA,PRA,30.5,33,-2.5,True
NBA,SA@NY,Stephon Castle,SA,PRA,32.5,33,0.0,True
NBA,SA@NY,Stephon Castle,SA,PRA,35.5,33,2.5,False
NBA,SA@NY,Stephon Castle,SA,PR,30.5,33,-2.5,True
NBA,SA@NY,Stephon Castle,SA,PR,32.5,33,0.0,True
NBA,SA@NY,Stephon Castle,SA,PR,35.5,33,2.5,False
NBA,SA@NY,Stephon Castle,SA,PA,30.5,33,-2.5,True
NBA,SA@NY,Stephon Castle,SA,PA,32.5,33,0.0,True
NBA,SA@NY,Stephon Castle,SA,PA,35.5,33,2.5,False
NBA,SA@NY,Dylan Harper,SA,PRA,23.5,26,-2.5,True
NBA,SA@NY,Dylan Harper,SA,PRA,26.5,26,0.0,False
NBA,SA@NY,Dylan Harper,SA,PRA,28.5,26,2.5,False
NBA,SA@NY,Dylan Harper,SA,PR,23.5,26,-2.5,True
NBA,SA@NY,Dylan Harper,SA,PR,26.5,26,0.0,False
NBA,SA@NY,Dylan Harper,SA,PR,28.5,26,2.5,False
NBA,SA@NY,Dylan Harper,SA,PA,23.5,26,-2.5,True
NBA,SA@NY,Dylan Harper,SA,PA,26.5,26,0.0,False
NBA,SA@NY,Dylan Harper,SA,PA,28.5,26,2.5,False
NBA,SA@NY,OG Anunoby,NY,PRA,31.5,34,-2.5,True
NBA,SA@NY,OG Anunoby,NY,PRA,34.5,34,0.0,False
NBA,SA@NY,OG Anunoby,NY,PRA,36.5,34,2.5,False
NBA,SA@NY,OG Anunoby,NY,PR,31.5,34,-2.5,True
NBA,SA@NY,OG Anunoby,NY,PR,34.5,34,0.0,False
NBA,SA@NY,OG Anunoby,NY,PR,36.5,34,2.5,False
NBA,SA@NY,OG Anunoby,NY,PA,31.5,34,-2.5,True
NBA,SA@NY,OG Anunoby,NY,PA,34.5,34,0.0,False
NBA,SA@NY,OG Anunoby,NY,PA,36.5,34,2.5,False
NBA,SA@NY,Karl-Anthony Towns,NY,PRA,17.5,20,-2.5,True
NBA,SA@NY,Karl-Anthony Towns,NY,PRA,20.5,20,0.0,False
NBA,SA@NY,Karl-Anthony Towns,NY,PRA,22.5,20,2.5,False
NBA,SA@NY,Karl-Anthony Towns,NY,PR,17.5,20,-2.5,True
NBA,SA@NY,Karl-Anthony Towns,NY,PR,20.5,20,0.0,False
NBA,SA@NY,Karl-Anthony Towns,NY,PR,22.5,20,2.5,False
NBA,SA@NY,Karl-Anthony Towns,NY,PA,17.5,20,-2.5,True
NBA,SA@NY,Karl-Anthony Towns,NY,PA,20.5,20,0.0,False
NBA,SA@NY,Karl-Anthony Towns,NY,PA,22.5,20,2.5,False
NBA,SA@NY,Josh Hart,NY,PRA,27.5,30,-2.5,True
NBA,SA@NY,Josh Hart,NY,PRA,30.5,30,0.0,False
NBA,SA@NY,Josh Hart,NY,PRA,32.5,30,2.5,False
NBA,SA@NY,Josh Hart,NY,PR,27.5,30,-2.5,True
NBA,SA@NY,Josh Hart,NY,PR,30.5,30,0.0,False
NBA,SA@NY,Josh Hart,NY,PR,32.5,30,2.5,False
NBA,SA@NY,Josh Hart,NY,PA,27.5,30,-2.5,True
NBA,SA@NY,Josh Hart,NY,PA,30.5,30,0.0,False
NBA,SA@NY,Josh Hart,NY,PA,32.5,30,2.5,False
NBA,SA@NY,Mikal Bridges,NY,PRA,6.5,9,-2.5,True
NBA,SA@NY,Mikal Bridges,NY,PRA,8.5,9,0.0,True
NBA,SA@NY,Mikal Bridges,NY,PRA,11.5,9,2.5,False
NBA,SA@NY,Mikal Bridges,NY,PR,6.5,9,-2.5,True
NBA,SA@NY,Mikal Bridges,NY,PR,8.5,9,0.0,True
NBA,SA@NY,Mikal Bridges,NY,PR,11.5,9,2.5,False
NBA,SA@NY,Mikal Bridges,NY,PA,6.5,9,-2.5,True
NBA,SA@NY,Mikal Bridges,NY,PA,8.5,9,0.0,True
NBA,SA@NY,Mikal Bridges,NY,PA,11.5,9,2.5,False
NBA,SA@NY,Jalen Brunson,NY,PRA,39.5,42,-2.5,True
NBA,SA@NY,Jalen Brunson,NY,PRA,42.5,42,0.0,False
NBA,SA@NY,Jalen Brunson,NY,PRA,44.5,42,2.5,False
NBA,SA@NY,Jalen Brunson,NY,PR,39.5,42,-2.5,True
NBA,SA@NY,Jalen Brunson,NY,PR,42.5,42,0.0,False
NBA,SA@NY,Jalen Brunson,NY,PR,44.5,42,2.5,False
NBA,SA@NY,Jalen Brunson,NY,PA,39.5,42,-2.5,True
NBA,SA@NY,Jalen Brunson,NY,PA,42.5,42,0.0,False
NBA,SA@NY,Jalen Brunson,NY,PA,44.5,42,2.5,False
